Index,Direction,Time Stamp,Frame ID,Format,Type,Data Length,Data(HEX)
5368,Receive,14:40:37.313.0,0x00000050,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5369,Receive,14:40:37.314.0,0x00000051,Data,Standard,0x08,00 00 00 00 c8 22 81 00 
5370,Receive,14:40:37.315.0,0x00000052,Data,Standard,0x08,01 86 a0 43 00 00 00 04 
5371,Receive,14:40:37.315.0,0x00000053,Data,Standard,0x08,00 00 04 00 00 00 00 00 
5372,Receive,14:40:37.317.0,0x00000054,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5373,Send,14:40:37.317.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5374,Receive,14:40:37.318.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
5375,Receive,14:40:37.320.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5376,Receive,14:40:37.320.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5377,Receive,14:40:37.320.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 01 00 00 
5378,Receive,14:40:37.321.0,0x00000022,Data,Standard,0x08,19 64 4e 02 27 e8 04 00 
5379,Receive,14:40:37.323.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5380,Receive,14:40:37.324.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5381,Receive,14:40:37.325.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 02 00 00 
5382,Send,14:40:37.329.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5383,Receive,14:40:37.330.0,0x00000022,Data,Standard,0x08,19 64 4e 02 27 e8 04 00 
5384,Receive,14:40:37.330.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5385,Receive,14:40:37.331.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5386,Receive,14:40:37.332.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 03 00 00 
